iterations,fitness,time,fevals
0,552.0,0.005273277,685
10,553.0,0.009447061,1273
20,556.0,0.012569217,1838
30,550.0,0.016236736,2417
40,552.0,0.019213667,2993
50,546.0,0.02274508,3564
60,547.0,0.025595005,4129
70,545.0,0.028683849,4706
80,547.0,0.031505787,5273
90,555.0,0.034315643,5842
100,547.0,0.037061615,6419
110,551.0,0.039848191,7008
120,557.0,0.042640859,7572
130,553.0,0.045410375,8146
140,559.0,0.048146544,8723
150,553.0,0.051562699,9283
160,555.0,0.054682826,9845
170,553.0,0.057522205,10418
180,553.0,0.060476245,11009
190,557.0,0.063502272,11610
200,553.0,0.066448113,12194
210,543.0,0.069300883,12772
220,546.0,0.072461054,13353
230,553.0,0.075487019,13927
240,549.0,0.078405875,14502
250,549.0,0.081732367,15076
260,547.0,0.084870534,15657
270,553.0,0.088342328,16232
280,555.0,0.09138904,16798
290,555.0,0.094113234,17366
300,553.0,0.098061764,17963
310,553.0,0.101247622,18540
320,557.0,0.104876949,19116
330,563.0,0.107848649,19684
340,555.0,0.110850391,20248
350,558.0,0.113887999,20832
360,560.0,0.116656182,21407
370,553.0,0.119620043,21979
380,559.0,0.1229341,22557
390,561.0,0.125677694,23131
400,557.0,0.128393997,23709
410,557.0,0.131165618,24275
420,557.0,0.134179852,24855
430,553.0,0.137046155,25439
440,557.0,0.13976203,26008
450,553.0,0.142509557,26589
460,555.0,0.145263004,27161
470,553.0,0.147997823,27744
480,553.0,0.150909733,28320
490,553.0,0.153802233,28873
500,553.0,0.156635495,29455
510,553.0,0.15944189,30021
520,553.0,0.162197698,30604
530,553.0,0.165855339,31183
540,555.0,0.179419236,31756
550,559.0,0.182533524,32342
560,559.0,0.185503278,32920
570,557.0,0.188582815,33497
580,557.0,0.191434013,34070
590,559.0,0.194759842,34660
600,559.0,0.197813924,35239
610,557.0,0.200674347,35806
620,563.0,0.203942397,36382
630,559.0,0.207071591,36950
640,561.0,0.209852545,37511
650,561.0,0.213462779,38084
660,561.0,0.216660932,38660
670,563.0,0.219883958,39224
680,563.0,0.223219824,39795
690,561.0,0.226415433,40384
700,565.0,0.230115357,40975
710,571.0,0.23313332,41556
720,577.0,0.235897732,42119
730,575.0,0.238671573,42712
740,575.0,0.242014043,43283
750,571.0,0.244841229,43857
760,573.0,0.247580765,44426
770,569.0,0.250318412,45002
780,573.0,0.253075605,45574
790,573.0,0.255838631,46143
800,577.0,0.258636463,46735
810,581.0,0.261365297,47318
820,585.0,0.264134918,47894
830,589.0,0.266919969,48480
840,587.0,0.270900111,49069
850,585.0,0.274854783,49645
860,591.0,0.278799333,50220
870,589.0,0.282237467,50797
880,593.0,0.285582178,51360
890,597.0,0.288321694,51937
900,593.0,0.291066986,52514
910,589.0,0.293832228,53090
920,587.0,0.296701698,53667
930,589.0,0.299937448,54253
940,587.0,0.30267999,54829
950,593.0,0.305512111,55419
960,583.0,0.308278286,56005
970,591.0,0.311025689,56597
980,589.0,0.313776857,57173
990,587.0,0.316574086,57759
1000,587.0,0.319636109,58339
1010,589.0,0.322374938,58925
1020,589.0,0.325626713,59498
1030,587.0,0.32839915,60082
1040,587.0,0.331140978,60650
1050,591.0,0.333861786,61225
1060,595.0,0.33691209,61784
1070,597.0,0.340251906,62364
1080,595.0,0.343637112,62945
1090,595.0,0.347272642,63537
1100,593.0,0.350436312,64109
1110,593.0,0.35310568,64672
1120,587.0,0.355848551,65236
1130,585.0,0.358552858,65817
1140,585.0,0.361921589,66385
1150,591.0,0.364658129,66969
1160,589.0,0.367433806,67556
1170,589.0,0.370257464,68138
1180,589.0,0.373832767,68727
1190,587.0,0.376785896,69298
1200,587.0,0.379481383,69878
1210,589.0,0.382447637,70455
1220,587.0,0.385195771,71035
1230,587.0,0.388536707,71603
1240,587.0,0.391239814,72170
1250,589.0,0.393989639,72754
1260,595.0,0.396757462,73340
1270,593.0,0.399520872,73910
1280,597.0,0.402281288,74499
1290,595.0,0.405057723,75086
1300,593.0,0.407823978,75651
1310,591.0,0.410565895,76221
1320,591.0,0.413308687,76793
1330,589.0,0.416168463,77356
1340,593.0,0.419548329,77924
1350,593.0,0.42306232,78482
1360,593.0,0.425817617,79070
1370,593.0,0.42894232,79644
1380,595.0,0.432156158,80226
1390,593.0,0.434980521,80807
1400,591.0,0.437866599,81393
1410,595.0,0.44107082,81967
1420,597.0,0.44424736,82548
1430,596.0,0.447103724,83132
1440,599.0,0.450426469,83724
1450,599.0,0.453586351,84313
1460,607.0,0.457180363,84868
1470,597.0,0.459931213,85440
1480,593.0,0.462713,86033
1490,595.0,0.466020824,86622
1500,596.0,0.46885777,87206
1510,588.0,0.471748904,87780
1520,586.0,0.474471431,88356
1530,584.0,0.477403229,88934
1540,585.0,0.480276366,89507
1550,585.0,0.483574459,90081
1560,580.0,0.486636143,90663
1570,584.0,0.489833418,91239
1580,582.0,0.492582329,91812
1590,584.0,0.495358799,92386
1600,583.0,0.498063086,92962
1610,580.0,0.501289902,93529
1620,581.0,0.504021476,94095
1630,580.0,0.507349434,94673
1640,579.0,0.510081695,95254
1650,581.0,0.512830916,95829
1660,583.0,0.515974491,96419
1670,579.0,0.518715703,96997
1680,579.0,0.521413063,97564
1690,583.0,0.524224837,98134
1700,581.0,0.52706356,98716
1710,583.0,0.530911965,99302
1720,583.0,0.53379254,99871
1730,585.0,0.550530264,100450
1740,581.0,0.55730294,101015
1750,581.0,0.563978588,101585
1760,583.0,0.570702798,102148
1770,593.0,0.577643699,102724
1780,591.0,0.58901746,103326
1790,583.0,0.596484445,103892
1800,585.0,0.603666614,104471
1810,589.0,0.610314726,105060
1820,591.0,0.617396889,105648
1830,591.0,0.625253953,106223
1840,583.0,0.638063395,106796
1850,591.0,0.644876015,107364
1860,589.0,0.655658686,107929
1870,581.0,0.666727875,108504
1880,581.0,0.673421769,109082
1890,587.0,0.680476408,109666
1900,579.0,0.687999725,110249
1910,583.0,0.699516061,110827
1920,583.0,0.711341359,111414
1930,587.0,0.719117556,111982
1940,577.0,0.725808952,112559
1950,575.0,0.732930016,113124
1960,575.0,0.749088279,113701
1970,575.0,0.765024385,114287
1980,581.0,0.775736991,114867
1990,573.0,0.783389697,115441
2000,573.0,0.790239071,116015
2010,573.0,0.801811114,116591
2020,575.0,0.808965123,117164
2030,577.0,0.81620272,117739
2040,577.0,0.824124514,118316
2050,581.0,0.835612727,118899
2060,579.0,0.850703393,119478
2070,575.0,0.872732365,120045
2080,574.0,0.893883224,120634
2090,582.0,0.905871974,121205
2100,579.0,0.913572531,121789
2110,576.0,0.923729241,122354
2120,576.0,0.946361937,122929
2130,577.0,0.968040634,123512
2140,580.0,0.971334007,124100
2150,582.0,0.974369159,124690
2160,580.0,0.977396247,125270
2170,580.0,0.980844636,125826
2180,584.0,0.983613393,126408
2190,582.0,0.98667043,126990
2200,580.0,0.989370698,127556
2210,584.0,0.992104607,128112
2220,584.0,0.995140307,128681
2230,576.0,0.998046892,129262
2240,582.0,1.001441335,129855
2250,586.0,1.0048824,130434
2260,586.0,1.008596116,131013
2270,584.0,1.011368148,131588
2280,582.0,1.014622017,132160
2290,592.0,1.01845743,132750
2300,584.0,1.02152935,133330
2310,584.0,1.024303012,133931
2320,594.0,1.027702994,134493
2330,590.0,1.030469398,135059
2340,590.0,1.033784475,135643
2350,590.0,1.036619935,136217
2360,588.0,1.039360763,136797
2370,582.0,1.042136399,137370
2380,588.0,1.045025822,137943
2390,582.0,1.047753886,138522
