iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.116558061583,0.113180698965,0.113037552048,0.617797228301,0.6472303207,0.639455782313,0.867292606
1,0.132787078659,0.131114211067,0.136013801681,0.545222465354,0.551020408163,0.551020408163,1.888469211
2,0.128115103262,0.127746069807,0.126310730127,0.554704595186,0.548104956268,0.563265306122,3.255134997
3,0.128110340487,0.127765700612,0.126352210994,0.553975200584,0.548104956268,0.557142857143,4.509767164
4,0.122919966815,0.122481985572,0.120272088605,0.583150984683,0.580174927114,0.610204081633,5.620890923
5,0.128555860309,0.12937791879,0.128877312207,0.664478482859,0.66472303207,0.665986394558,6.804903313
6,0.14180447987,0.142272741072,0.141043394177,0.4704595186,0.472303206997,0.489115646259,8.421015545
7,0.148827937771,0.150216927631,0.146529427032,0.369073668855,0.332361516035,0.372108843537,9.761618118
8,0.111183992522,0.111128481525,0.108912863501,0.668125455872,0.657434402332,0.671428571429,11.04408534
9,0.124616826101,0.125158714656,0.125512617593,0.532093362509,0.520408163265,0.519727891156,12.265067025
10,0.150140269232,0.149056227654,0.14944431435,0.506564551422,0.5,0.503401360544,13.265635538
11,0.123893173395,0.123335358113,0.123814018161,0.564186725018,0.574344023324,0.559863945578,14.217299742
12,0.123132167143,0.121305656805,0.124261471536,0.616338439096,0.620991253644,0.610204081633,15.196258797
13,0.105792514126,0.107019079853,0.105992806755,0.668125455872,0.677842565598,0.673469387755,16.156225262
14,0.147702280529,0.143212365463,0.143559796613,0.559445660102,0.578717201166,0.570068027211,17.242897846
15,0.109447788274,0.11198378977,0.111031370568,0.673960612691,0.663265306122,0.665306122449,18.120426183
16,0.108239686097,0.105211578085,0.103832491247,0.669219547775,0.672011661808,0.678231292517,19.133436628
17,0.112771033205,0.111199769046,0.112540487526,0.666301969365,0.674927113703,0.666666666667,19.98955095
18,0.115206049236,0.114048590278,0.113787880385,0.66484318016,0.663265306122,0.665306122449,20.888418796
19,0.121373134362,0.123026741606,0.122288591502,0.559810357403,0.545189504373,0.565986394558,21.876134907
20,0.113141639381,0.114530017282,0.115863753058,0.660102115244,0.65889212828,0.661224489796,22.803489299
21,0.102066604072,0.10214627539,0.10261999763,0.691466083151,0.704081632653,0.7,24.13370861
22,0.11013801716,0.112625559311,0.111011302788,0.662290299052,0.626822157434,0.648979591837,25.050049507
23,0.107206791029,0.110021995662,0.11024912394,0.675784099198,0.650145772595,0.653741496599,25.868700975
24,0.117814589488,0.121626840637,0.122387883871,0.619256017505,0.603498542274,0.598639455782,26.76905376
25,0.1080163346,0.107327797262,0.107612381718,0.660102115244,0.663265306122,0.661904761905,27.640190864
26,0.109124187378,0.109744532136,0.113409937819,0.647337709701,0.631195335277,0.619047619048,28.484619924
27,0.134072717117,0.130470066384,0.130179236443,0.51458789205,0.52915451895,0.552380952381,29.358151258
28,0.106536572256,0.105915398407,0.106141066467,0.663749088257,0.672011661808,0.667346938776,30.233702955
29,0.136472078268,0.135307882962,0.133274483661,0.567104303428,0.583090379009,0.591836734694,31.112320738
30,0.151365088417,0.15550070962,0.154020360565,0.37928519329,0.35860058309,0.361224489796,31.976423008
31,0.126192679395,0.124709724963,0.124186881087,0.620350109409,0.631195335277,0.624489795918,32.898846299
32,0.121180246585,0.123108670748,0.124033562639,0.572939460248,0.559766763848,0.555102040816,33.980861797
33,0.124240285763,0.12322984159,0.120734446887,0.614150255288,0.626822157434,0.625850340136,34.777079648
34,0.117141360204,0.117702185533,0.11879644941,0.657184536834,0.655976676385,0.65306122449,35.608989803
35,0.111273432856,0.107416658103,0.110276971626,0.652078774617,0.661807580175,0.668027210884,36.458767163
36,0.129679730561,0.132640989058,0.13399275201,0.565645514223,0.556851311953,0.539455782313,37.242541736
37,0.133800352437,0.133664434108,0.135661115605,0.560539752006,0.584548104956,0.562585034014,38.015789062
38,0.103343093501,0.102829865665,0.105239586959,0.664478482859,0.661807580175,0.663265306122,38.715051371
39,0.114938982946,0.115928144579,0.118735690812,0.608315098468,0.612244897959,0.593197278912,39.439487906
40,0.100489479163,0.0986578446936,0.101959525911,0.681983953319,0.689504373178,0.691836734694,40.180023218
41,0.115546127438,0.114289784667,0.114927583496,0.662290299052,0.65889212828,0.66462585034,40.928762528
42,0.116815090602,0.116362596438,0.115982801388,0.665572574763,0.66472303207,0.665306122449,41.663165311
43,0.115714326336,0.114451849721,0.115108795402,0.662290299052,0.65889212828,0.66462585034,42.524817656
